text,sentiment
"RT @Creative_Link: Дождались! Официальный трейлер ""Иван Царевич и Серый Волк - 2"". Смотреть всем: http://t.co/gmelSGMIuW Толи еще будет)",positive
"RT @vatewofihik: Наплодил кучу аккаунтов, а удалить некак :(",negative
"@ninnefeetunder безумно рад, что мои мысли вдохновляют
этого я и хочу, если честно - чтобы я вдохновлял на что-то хорошее и позитивное :)",positive
@kostigoff @Max99Tankard Татка феерична в своих противоречиях!Видимо приступы шизофрении сменялись не раз во время написания текста! :-),positive
Красавица @sophia_micheeva :* http://t.co/2NhXxsHA6Z,positive
"@Andrey_Simon походу щас еще тебя так называть будут))) а че,не нравится?))",positive
@hashaahair хэхэ... Болждээ. Хегжилтэй цаг санаанд ороод хэсэг инээлээ. :-),positive
"Никогда не любил др ,
так как я его никогда не проводил круто (",negative
"Слава позвонил, услышал мой голос и перенес тренировку на 5 вечера, если станет лучше. Ох(",negative
@Shakalad73 опоздал на минуту((  но есть след вопрос о том сколько лет Елки Палки работают в Версале?,negative
"Ужасно закончить четверть с одной 3 :(
При чём перед праздником.",negative
"@blogger639 к счастью, у нас очень много красивых женщин. И чтобы их увидеть достаточно просто иногда выходить из дома. Наверное приелось ))",positive
Давайте быстрей выздоравливайте=*** Мы по вам соскучились=***)) http://t.co/Pda52eBZVi,positive
"@_skyD_ нуу, тогда это как-то и не сольник..хотя очень может быть))",positive
ПИДРСКАЯ МАНДАРИНКА НЕ ЧИСТИЦА((((((((((((((((((,negative
"-Фильм ""Хранители""
-А как называется?
-Хранители блять!
ахахах
 роуч тупанула :D",positive
Я тебя люблю - на многих языках мира) http://t.co/z87vLEN6D3,positive
Что случилось с @Zhanna_Friske?( Давайте ей поможем и поддержим её!,negative
"Хотел видеть только меня,но я не смогла((",negative
Я скучаюю по вам:( http://t.co/DoEWd0XsAq,negative
"Завтра поедем к брату на присягу, всей семьёй)Соскучились)",positive
RT @Catrin_Flame: “Распоясавшиеся обнаглевшие выходцы из некоторых южных регионов” — Показали Кадырова :),positive
"@AlexKnyz блин блинский,это потеря потерь(((((((((((((((",negative
RT @Simonenko_OS: Сегодня не радует НИ-ЧЕ-ГО,negative
"@VEE_395 на московке, кстати, больше нет таких проблем )",positive
"@CocaineDose собиралась зимой, но отец отказался везти.( я очень хочу, буду по театральному сезону ориентироваться.",negative
По ТНТ идёт полицейская академия. Ностальгия :(,negative
"RT @kriskooool: Кто-то спит в своих теплых постельках, а кто-то идет в юность репетировать:(( сегодня выступаем на соревнованиях по волейбо…",negative
"короче, последний рывок и все....я все смогу, я все сдам!
ниииит.....не могу, хочу каникулы :((",negative
"пускай хоть все руки себе забьет, но возле уха зачем? :(",negative
люблю когда он целует меня в лоб перед сном.....правда теперь только по телефону..((,negative
"ужасная авария(
убить нахуй такий сволочей!
Господи, дай ей выжить!!!!!",negative
RT @losos_somnenii: Через неделю я буду мучить Марка. Муахаха :),positive
RT @detocasal: На ЛОР всё как в жизни. Художник получил признание после смерти :),positive
"Юхуу,призер по инглишу. Как же я раада. Все-таки обещала занять) Мама,это для тебя:*",positive
"@AnastasiiaShu @Bazngaa я канешга хвалилка мастер, но я ебашу по канату без ног, делаю 15 чистых подтягиваний, но я нихуя не гнусь(",negative
Семья!!Пишите сначала твит а потом хэжтег!!!Он же не защитывает по другому((#HappyBdayToRossFromRussia,negative
"завтра уроки с 11:45 :,(
ненавижу понедельники",negative
Проколов нос я не подумала что у меня хронический насморк (,negative
"АГАГАГАГАГА, МЕНЯ ТОКОМ ЕБНУЛО (((((99*(Ывы9",negative
Бля за что Ева сьела этот гребанный фрукт?(,negative
"Сегодня мой сон про любимого нарушил звонок любимого. Смотрю на него вот, а тут открываю глаза и только голос могу слышать(",negative
Ужас-то какой...Все четверги-не мои дни. Однозначно((,negative
"Мы все разные, у каждого свое мнение... Давайте научимся уважать мнения друг друга и все бедет ОК! =)",positive
Ну вот почему я не умею спать днем?! Обидно и досадно! Я ж блять  хронически не высыпаюсь ночью! Ну почемууууу!?((((,negative
а если я какой нибудь педофил? :D — яяяя тожи немного педофил хд http://t.co/59z78gsPjS,positive
@AlesyaYaremenko @the__bestoloch_ ну охуеть теперь!уже не интересно даже смотреть :(,negative
@rusrusdada @lady_Katz кролик Сеня страшен в гневе),positive
@d_DNKL_b опять? ты меня часто пугаешь? девочками какими-то),positive
"RT @zonefavyfexy: Игра на тестовом сервере, где удалось покататься практически на всех интересных мне мегатопах, меня вылечила :-) Понял гл",positive
@Bulletproof_5 @collins_uprt @gtmaill бедные Кукма и Питерс( им читать этот порно рассказ(,negative
@mark_avreLi_ Какое доброе если в школу идти надо? :(,negative
"@UyangaV Олон сайхан илтгэгч, эрч хүчтэй залуустай хамт #TEDtalks #Mongolia олон улсын хэмжээнд хүмүүст хүрсэн арга хэмжээ болж чадсан шүү:)",positive
Как приятно встретить друзей в совершенно не знакомых для тебя местах) да еще на работе.,positive
"нереально голодная, утром покушала и то это блеванула ахахха :(",negative
"@amushinskaya я так само ,кстати у меня уже открыт твиттер )",positive
@lera_valeraaa_ да спасибо) я выбивала ее пятеркой по кдр ахахах :D,positive
Я пожелал счастье ей и её новому парню...и попросил того же чтобы она мне пожелала найти хорошую девушку...она говорит я тебя люблю(,negative
"@velocnaptak между Янги-Абадом, Кадышева и Панельным. Езжай:) @mali4ka_",positive
"@LoginOFF_S ну дык и оборот-то больше давно у него, а вот чистая выручка - только в прошлом году. тут вопрос за счет чего - нет нифига там(",negative
RT @32Galina: @Kryptonite6969 ахахвха ясна:)ну удачи тебе о/,positive
"хочу отправить Дед Морозу письмо , а он меня не добавляет!!!! А он онлаайн!!!!! Все вы мужики одинаковые(((",negative
"А-а-а! Он третий час жрет мою память и жалуется, что ему мало! И это еще без травы! :(",negative
"RT @AinuraRiza: Ужасно скучаю по любимым:(
Так давно не виделиись.",negative
давай:D — Ахахах тебе то зачем?)) http://t.co/lSMMURZMdY,positive
@AndrewVostrikov @Jok_Andry Вова еще не в курсе (,negative
"Видно ,нервное это дело -работать водителем автобуса:)",positive
@PolinaEvanisova ну поздно :)  получишь на нг какашку :),positive
сходила к Кристине.хоть кому то можно было рассказать свои проблемы)))),positive
"Блин, надо подтянуть английский и сгонять куда нить, в англоговорящую страну )",positive
@dima_bazarov хочу с тобой в кинотеатр на кинофильм!),positive
"@ekoustov Мазепа вроде когда-то говорил, что хочет в Ф1. Ну вот, чем не шанс)",positive
"""@wazzelin: @baba_yaga_blya_ @GraniTweet это не гуманно :))"" зато надёжна",positive
"RT @PerryYtkonoss: А МНЕ В ШКОЛУ В ПОНЕДЕЛЬНИК,МНЕ ЖАЛЬ ВАС РЕБЯТУШКИ:(((",negative
@juliyvchirkov lolajours@gmail.com извини(( у меня почему-то тебе не отправляет ничего(,negative
RT @Nastena_977: Хорошо спектакль смотрели^_^ http://t.co/IEelbqrD2S,positive
"Всегда спички заканчиваются не вовремя и щас из-за них только в магазин спускаться...
Я хочу домоооой...там не нужны спички...((((((",negative
Но мама НАКОНЕЦ-ТО увидела мое ужасное горло и насморк + я лег на кроватку в позу умершего :D = Я болею оффишл пару дней точно,positive
"RT @MEDUZA_FLITVIKA: @AD666M Долохов, привет)я скучала, все как-то по-другому стало после скайпа, совсем не общаемся",positive
У меня слов нет:( Волгоград:(( Ужасно! Соболезную:(  #волгоград #терракт,negative
RT @Hell__Silence: @forgotten_night по моему всё ясно :D http://t.co/gNO9Ro27a0,positive
"RT @rocopyhim: фидбурнер ""починил"" поддержку твитера. теперь случайным образом повторяет старые посты :( ну поубывав бы этот гугл",negative
@ipyatnicza бля)класс продовалось бы это в ларьках новоленинских)),positive
RT @LuzinaXusha: НТВ жестко глумится над православными! =),positive
"RT @XAPXYY: Надад 10рт, энд яахаараа 15??“@TsUuganaa: “@XAPXYY: С.Эрдэнэ сайд ч муухан эр юмаа даа :(( РТ http://t.co/Fm9IV2yCNT” hogjiltei…",negative
"Я пиздец как пить хочууу, еще Дашка звонит и ругается (",negative
@EMdiva99 плохо(( Но ты держись...мы тебе поможем чем сможем...Правда Мир если хочешь обращайся...,negative
@Makhliyo_a :P я вполне предсказуемый... ;(,negative
"@msdarren16 Я могу так заржать на уроке,все уже привыкли и никто не обращает внимания х)",positive
"@ross_st Стася,вот чем ты можешь заниматься в свое свободное время :) http://t.co/ojFLKk9oMX",positive
@JVasilyeva ааа))) отож думал оскал) по смайлику то фиг поймешь),positive
завалил химию:( а @erel_ithra  шлюх...где ты?,negative
"@TOMMO_HA_MAPCE, и орестую за то, что ты варил мет :DD",positive
"Вот взяли с утра и наехали ни за что :( Сижу себе жуйк читаю. Звонок в отдел. Поднимаю трубку, разговариваю, ложу трубку.",negative
"@baaddest_bitch direct messages, это в твиттере сообщения)",positive
НЕ кому не могу послать смс с эмайлом проблемы(((((,negative
"@yanalolol @Noizer_99 @BorroKsy инет у меня тупит, загуглите самим график выходи серий вечерний ургант или на подобии :D",positive
"Тесты-хуйесты, модуль-хуйодуль, практика-хуйяктика(",negative
"Не успели девули купить мне вафель,так я сразу всё рассыпала на пол(((",negative
"@Kristi_Wilson1D @Crazymofo_s все мы хотим :D
у меня письмо одно написанное лежит,но.... ленивому заду лень пойти и отправить его",positive
"RT @siqygalanuw: Googe есть,ума не надо...;))) http://t.co/hS5k5s7qtA",positive
"Я думала это весна, а это оттепель!!
Тема ""Оттепели"" Урганта не покидает второй день :D
#ВечернийУргант",positive
"@SeregaKabashov нг без снега,не нг(( http://t.co/TTW9XlfEM6",negative
"Спасибо, что делаешь мой вечер)) мило нежно добро))) http://t.co/e9zVfUjLIZ",positive
"Нужно уметь легко отпускать людей,как бы больно не было:(
Твое от тебя никуда не денется, а других и держать не стоит!",negative
"Без коньков на медео делать нечего,только ножки мокрые:(",negative
"Какую же крутую банду открыл для себя, стыдно, что не слышал раньше! Talco - рекомендую всем к громкому прослушиванию)",positive
"RT @vikyra: @ANKryachko у меня другая табличка ""плановые работы"", кто бы сомневался в их планах((",negative
"Родители смотрят Шерлока без меня, потому что они смотрели 1 и 2 сезоны, а я нет((",negative
"Интересно сколько заплатили за этот бред?:)) Ученые: кофе приносит намного больше вреда, чем пиво http://t.co/XiEpXgTsZ9",positive
"@JemreyQ лооооол, я даже и забыла как он разговаривает((((((((",negative
"@SashkaArenskaya мне как-то всё равно,у меня и у @andreev_artyom футбол есть)))",positive
"Не двину сегодня на тренеровку , плохо себя чувствую(",negative
"@xenia_sobchak блин! Ну вы даете, Ксения! Вы запор моего мозга!:( и написать нечего! Кроме Собчак жжет! И промолчать не хочется! Это круть!",negative
"Оказывается,что если сделать тише музыку в наушниках,то можно услышать,что тебя зовёт мама :D",positive
@James_The_One нифига не в 2 раза) но подорожание неудивительно),positive
"RT @vewazaxesazy: А ниче эта семерка, симпатичная. Мне кеды напоминает :)",positive
@Bakirov_Vusal @DariaPodlesnikh хвхаха хорошо)если что я жду в лс)хаха,positive
"Я потеряла свой киндер, как так случилось? Я  хочу его найти(((",negative
RT @IsaenkoDasha: @alincakalashnic очень жаль(,negative
"как обычно пришлось применять актерское мастерство, чтобы не показать, что переживаешь больше выступающих :(",negative
"Только я могу не дождаться двух дней и сломать ноготь, ааааа(((",negative
@Irina_int Ириночке и  @maslennikovaEle @XXimars @xarymb @tat881 @Pravodumru @lechiy13 @SuperRetweet всем большой привет вечерний. Уюта.))),positive
Час на остановке ((( мне нужна машина !!!!!!!,negative
"@RLipstic слушай,а почему у тебя такой уебанский никнейм в твиттере?)",positive
"тадам,я не поленилась и написала наконец то список)",positive
"@Rusanova2013I мне тоже,врачи просто незнают что чипсы это наш личный сорт героина:DD",positive
@ctulhuftagn У вас вроде так каждый месяц? Увольняйтесь уже (,negative
@AntonSukharev @theIAmWill вовремя я из центров свалил ),positive
собрала первую программу из исходников — будильник для banshee. начинаю понимаю ненависть ЛОРовцев к mono :(,negative
"2я) категория женщин наоборот, только с появлением  своего мужчины - начинает ""жить"", и это тоже сразу заметно..",positive
"@awesomizeru симпатично у вас там, вчера мимо шла - загляделась. Сегодня опять пойду)",positive
"Уйти, покинуть этот свет... Уйти от всех, не оглянуться....Уйти, где зла и горя нет...Лишь раз уснуть и не проснуться....!((",negative
@appolo_2001 такая классная была пикча. жаль не сохранил ((,negative
"Все покупают духи, а я как лох какой - то :(",negative
"Я не понимаю таких людей как их папа. Причем тут дети то? В чем они виноваты!?
Не хотела бы себе такого мужа:(",negative
"@anns98 Да так. Глупости:)
Просто сидела и что-то вспомнился тот момент, когда мы с тобой переписываться начали, и обсуждали кое-кого)",positive
ухаха! The Calling — Wherever You Will Go! уж не затюнился ли я по ошибке на Лав-радио? :(,negative
"выжрала тонну таблеток,
а у меня ничего не проходит(",negative
"Доброго утра, друзья!! Пусть в вашей жизни будет больше таких людей!! Хорошего настроения!!) http://t.co/AHr5vOAHDh",positive
нет никакого праздничного настроения (((((,negative
"А собственно чего такая шумиха то по #CтригункOFF, ну порит по пьяни ахинею всякую, ну и хер с ним =)",positive
@aserafyn @OksanaIsakova куда хохланд лезет в европу?)),positive
@NastiaPovilatis да тут же делать нечего(,negative
"RT @NickaVorobyowa: подруги увидели фото Марсами им понравился только Джаред.
и тут :-) я захотела :-) убивать :-)",positive
"Как только эти двое увидят друг друга может образоваться столько пара,что все обои отвалятся и стены обнажаться :)
Вот кто,кто это придумал?",positive
Проиграть из-за вратарских косяков это боль :( #кхл,negative
"Даже не столько сил,сколько той самой безудержной энергии желаний,которая была там.Всё же море и теплый климат-это мой личный рай :)",positive
@_momsen_ как мне все это знакомо! тупо кроме учебы перестало все волновать! почему так?(,negative
RT @xazivocycel: сегодня еще один сервак заглючил.. нельзя блин в отпуск уйти )) но в данный момент вроде работает )) а я уже скоро вернус,positive
@Alex_SheBe @Jameson_kate @KENTozzzio @id_punker наверно фильм заслуживает оскара))),positive
"А ведь,когда я с ними,такое чувство ,что в другую реальность попадаю.С ними я забываю опроблемах.Это совершенно другие люди)Ребят вы лучшие)",positive
RT @KaracharovaLera: @mikebel200 у меня  тоже по-моему 2.. :((,negative
"Зачем тянутьсят к тому,кому ты нахрен не надо..:(",negative
"- Алло, это секс по телефону?  - Нет, это милиция!  - Ну, я вам заплачу!  - Продолжай шалун!)",positive
RT @Alina_Romashka: в футбол играли.чуть ногу не сломала.теперь ходить больно.стапу не чую.хожу как пролезованая на одну ногу;(,negative
Вродебы ничего вы и не сделали... а все равно как то ибидно (,negative
"RT @ytuzimaba: Жуйк, скажы, как это? Где датчики и обратная связь? Диптаун и глубина реальне уже где-то рядом. : ))",positive
"за вчерашний вечер так много диалогов в вк 
и с такими хорошими людьми :)",positive
@MashaVest @ishq_mitwa  а как делать?помогите мне =(((,negative
"Ты там, я тут. Ненавижу расстояние...Вечно оно мне мешает быть рядом с тем, без которого не спится ночами.. Блиин, переезжай в сиб ((",negative
"Обидно,когда меняется общение с человеком.:(",negative
@narekkg да должна быть какая-то программа с вирусом),positive
слишком много дел на завтра..когда бы все успеть..((,negative
"@lyzifer113 ладно хорошо вы_бываться)
в понедельник 20 уже брать будем.",positive
"@mellomanko, ей уже можно такие фотки делать) ахаха
Только не выкладывать мозгов не хватило :)",positive
"заримдаа сайхан авч өгөлцөөд
заримдаа тэмцэж нтр тэнэгтээд л сайхан амидарцгаая оо :-))))",positive
"RT @cirekuriqyxi: Весь день спал а ночью тоже хочется, и сигарет нет =(",negative
и эта пизда тоже как обычно)) http://t.co/RfbojsO9u7,positive
"У каждого своя ""непопадуха"".Кто куда не попал :) в картинках http://t.co/ptdfIhNhBa",positive
"@KEMbl_HE_YMPYT @touch_to_hands БРАВО, ЧУВАК ЭТО ГЕНИАЛЬНО :)",positive
"RT @M7778956: Покормите кота ,не забыли?))))) http://t.co/s7LGKxuhLU #ccc4 #ilike splash ;)",positive
кто кум будет? — еще не решили)) http://t.co/X1WaYewIqC,positive
"Грущу от того, что говорю на английском с американским акцентом=(",negative
"неисправность локализована. поставлена временная заплатка. грязных хак, блин :(",negative
"ооооаааоаоа я наконецто дома.

ипать у меня всё болит :((",negative
Всю жизнь такой чек хранила бы!:) http://t.co/dYNS78lxef,positive
"Небо поможет нам, небо поможет всем нам....И нам не перенесут сессию и оставят все как есть...Ребят не надо переносить, ну пожалуйста =(",negative
"@janchik_lupenko думаю могут, прошлый раз же отпустили))* а на какое число уже решили??",positive
"мало реперов кстати. нету калифы( дрэ, кальмара",negative
"@mrrmayu я девушка и я не знаю как, наверняка никто не вспомнит)",positive
"RT @vlad_elary: “@fillip_ina: Допрос с пристрастием :) http://t.co/KZKmoM7M2Q”
"".. Не скажешь, где крошки начнем крылья отрывать..""",positive
"@87letsgopens87 Цэ ж была щЮтка)) ты лучше всех)) я тебя не боюсь,Славик )) а зувсим даж наоборот)) кохаю)))",positive
"Сижу читаю историю:)
Надо,надо,а то скоро четверть закончится:)",positive
"оч жаль,  что так и не побывала на юности (",negative
"@Rizlik025 хочешь, будешь ты) 
Это ни кто, просто какой-то парень в шубе) ахаха",positive
"Ritter Sport 200г за 100 р. Я попаду в ад( Зато с шоколадкой, с большой шоколадкой*__*",negative
Совсем забыл. Всех линуксоидов с поводом. Сегодня Линусу 42! ;),positive
Мир сошёл с ума. Афимблер набирает .net-программистов. Как низко они пали... :(,negative
"кого-то он мне напоминает))
RT ""@sky555_sky: @Frau_Gress_ http://t.co/6t5avmXq95""",positive
"@kn_roman @AlekseyKlimov80 У Лёхи жуткий экспириенс поездок со случайными людьми с ""марочного"" форума... Это многое объясняет :)",positive
"Ну это феил, снова в психушку
Блин
Мне ее жалко:(
#AHS http://t.co/OD1vxzetd6",negative
"RT @MarinaP_LOVE1D: @KapralovaIra :""(
А ТЫ ГОВОРИЛА,ЧТО ТААААК ЖДЕЕЕЕЕШЬ",negative
"Только он всегда выслушает меня и поймёт, какой бы бред я не говорила) =** #SLEDUI",positive
"Когда нужна поддержка, я обычно оказываюсь никому не нужной. Но на самом деле я постоянно никому не нужна... :(",negative
RT @colnesspea56: Он:Просто вы никак не выходите у меня из головы))),positive
"RT @gnoomik: @katlin_mitina Нет,красиво *о*
Молодец какая :*",positive
"закончился кубок ректора,и я поняла,что надо учиться,бляяяяять:(((",negative
"Умение смеяться над собой — дар свыше, ниспосланный судьбой! ) http://t.co/KjzJTKZvRI",positive
"@seeeptember @nika__av @Bass_S_Lisa спасибо огромное :) теперь понятно, почему мой кот обижается, когда я называю его Тёмой",positive
"Не забуду этот день, чудесный) #эстафета олимпийского огня http://t.co/DKLRpTakvp",positive
"@slevodav @landco1 ""придется, наверное, ездить в автобусах с пьяными вонючими гастерами, как и раньше"", всё больше вопросов нет((",negative
"@Seeker_miracle печальбеда
нас иногда отпрашивает, когда совсем все плохо и домой приходим поздно(",negative
"Я так не хотела в школу и хотела ливень с громом и молнией,что пошел ливень с громом и молнией. :D",positive
"@OlyaUvarovaa А Я ВОТ РЕШИЛА ФИЛЬМЕЦ ПРО ВЕЛИКУЮ ОТЕЧЕСТВЕННУЮ ВОЙНУ ПОСМОТРЕТЬ, ОН НЕ СТАРЫЙ, НУ СОВРЕМЕННО СДЕЛАН, НАЧАЛО НОРМ ЕЩЁ))",positive
RT @kuharenko_O: ещё не много и этот ужас закончиться .,negative
"уже четвертый день мы в разных городах, и я как то чувствую себе не полноценно....безумно соскучилась по своей Чике((",negative
"Лень умываться,  девочки меня поймут)) #girl http://t.co/WZua61VKjh",positive
Посмотрите на номер песни))))) забавно http://t.co/DZTuTOUpQJ,positive
"Как..как доуяится 2 недели?если уже силы на исходе!!!!остаётс лишь вдохновлять себя Новым Годом,и 16-днями до долгого нахождения дома))))))",positive
@KatyaDomkowski в каком смысле прикольный?))))))))))),positive
На всякий случай два раза желание загадили 09:10 11.12.13 и 11.12.13 14:15. В прошлый раз желание сбылось),positive
"-ты кто?
-я гарри поттер.
-ты гарри поттер?
-да.
-а я кто тогда?
-не знаю.
-я тогда трех главый пес, нахрен:D",positive
"Как только приходит очередное сообщение, я по привычке жму Ctrl-Alt-I. А в Пиджине это не работает. :-(",negative
RT @hiluqesedar: горячая вода у меня будет после двадцатого числа. ужас(((,negative
Emil Bulls пишут новый альбом. Но выйдет он не раньше осени :(,negative
"Я только дома появился ,сижу жду сообщение любимой что она доехала) вечер было день рождение Семы был потрясающий)",positive
@1988Ulyana а я спать хочу нереально =(( пойдешь куда -нибудь?,negative
RT @Art_Bud: Прям день сбывшихся мечт)) дошел-таки до   #Crumbs с @MaryJayStephens,positive
"@Oh_Philip17 друг, отстань от Разгульнова, я вернуться не успел, а меня опять выгонять собрались(
а я ведь даже не при делах.",negative
"@iKonieu бляяя(
Когда перебираю, веду себя как пьяный десантник",negative
"RT @AnastasiaChuck: благодаря В., одно обездоленное животное обрело дом. Мой герой. :* http://t.co/CAz80CDogO",positive
@VadimKovalev @molstolica @mosdepkultura @infomoscow24 Спасибо))),positive
"Хорошего всем настроения)
Пусть завтра будет лучше чем сегодня)) http://t.co/6Y2gO1t8DW",positive
"@bettyblansh по первому времени мои права лежали у мужа)я еду меня останавливают сотрудники я им даю партмоне, они открывают на правах мужа",positive
мой  мозг офигевает что с ним происходит  :(  мне  его жалко,negative
"@Romych_ept у меня по ссылке, категорически отказывается переводить...:(",negative
"Саш, Помним. Любим. Скорбим.
Ты на всегда в наших сердцах:*",positive
моя любовь к кареглазым овнам никогда не будет взаимна ;(,negative
"У моего отчима на звонке песня Марсов- From Yesterday,каждый раз я хочу, чтобы он как можно дольше не брал трубку, чтобы я насладилась ею :(",negative
@maksimofficial Желаю тебе поверить что ты попала в историю без того что ты делаешь сечас :(,negative
ФЫААААААААААААААААААААК :DDDDD http://t.co/3375FIQxgE,positive
"@LidaMinakova понравился - но экран для меня маловат почему то, и цена больше естественно. Надеюсь Стив Джобс меня простит со своих небес)",positive
"@Shestasi почему не время то?:))
Спасииб шест мой &lt;3",positive
@katy_deniska Да? А хотела чудной получится:) благодарю),positive
"Купила на айпад симку ростелеком, и я заедалась с ней мучаться, не могу ее активировать никак (((",negative
"Завтрак в маке, до консультации еще полтора часа(",negative
@MakarovTV @DFMDANCE не удобно за рулём писать(,negative
"я меняюсь в лучшую сторону)
Но мне это не нравится т.к.
Это не я,это другой человек.",positive
"на улице такая погода хорошая, а я дома ((",negative
"RT @YPRTpofigist: Добра и Тома тебе, новый читатель @fulminic_acid ^_^ http://t.co/8bCtd0YrAN",positive
RT @adunipexib: Блин.как же скучно грустно и одиноко жить одному.:(,negative
"@VRSoloviev работа чк на высоте..( а кто кричать будет,тех запретить или арестовать.",negative
"я в полном расстройстве!:( Мусти остался, Даниэль ушел, Юлька в Стамбул укатит и прощай анимация :( если и Джони не будет, то все...капец :(",negative
"Эх, сразу деревку вспоминаю :) http://t.co/jB9DNThlB1",positive
@Keeeekc @BadGoodSofi @hp_spn @LoveKris08 @CGritsienko @WiileyFox @IMitory @albina01D @kota_Oo_oO и тебяяя с:,negative
и все с начала...и те же стены(((. И те же эмоции,negative
@aliciamillor @fillip_ina Лучше чтоб продолжал про кровавые руки? Вы так ему отобьёте охоту к помилованиям((,negative
"RT @ZaxarBorisych: как обычно - если кто не читал «Мою маленькую Лениниану» Ерофеева, это никогда не поздно сделать :-) 

http://t.co/6hiMl…",positive
"постоянно забываю слово suppose, либо путаю его с support, либо с provide почему то :(",negative
"_irishkatsoy_  Коронная фраза этого вечера: ""Давай посчитаем..?"" Ахах;)) http://t.co/0nl7jHFz9m",positive
"Сегодня премьера Хоббита, а я буду учиться, работать и готовиться к зачетам...((",negative
"http://t.co/OqrVaRnY4K -Не грусти, ты ведь красивая, умная.. - Ага, красивая, умная, и ни кому ненужная..(",negative
"@masya12_12 с днем рождения Губёшка^^желаю тебе многократного ах,и маленького томного ух:D",positive
"О, да! Модуль по биологии 4 и 5! Пользуясь случаем, хочу поблагодарить маму, папу и боженьку))))))))))",positive
"Насколько задрочился перед экзаменом по вождению, что уже будучи пешеходом, обгоняя других людей, показываю пальцами поворотники :(",negative
"Сегодня наш первый новый менеджер группы приедет на концерт,интересно кто же им окажется)",positive
"Мороз 9 градусов. Кажется, кто-то сегодня замерзнет. :( ❄❄⛄",negative
"@oswin_73 с колледжа&lt;3
Всё отлично,только я отморозил себе коленки...
А твои как?))",positive
RT @MarusiaGaidamak: @edvard146 ахахха взаимный фолловинг),positive
"Играло :WAKE ME UP, BOOMERANG  сразу печаль, ностальгия :(  и любимая @kklimovski",negative
Мою фамилию опять неправильно написали протаколе((,negative
Только я могла потерять в квартире комплект замены сим карты(((( все не так блин...,negative
"""@matreshkalol: Грустно бабе русской без мужского плеча засыпать. Слезно!""
Моё плечо сейчас далеко :(",negative
"RT @ronyzudamo: В интернетах сегодня должно быть меньше народу, ибо синдром первого числа. :)",positive
"RT @1Sokolooov: @egorkreed теперь видосы на #youtube выкладывает) стану постоянным гостем ютьюба теперь) нереально крутые видосы, поднимают…",positive
"@ivsay Вань, они безнадежны(( Приз не уедет в Россию(",negative
"и вроде норма
но после вчера голова болит(",negative
"За этот год столько воспоминаний и эмоций, особенно весной. Скучаю по тем дням @dabelol :(",negative
RT @tapich1: До Дового Года осталось 3 неделиии)))))),positive
"RT @Creative_Link: Дождались! Официальный трейлер ""Иван Царевич и Серый Волк - 2"". Смотреть всем: http://t.co/gmelSGMIuW Толи еще будет)",positive
"Блин, ну и ночка...спала часа два всего...и то, периодически просыпаясь! (((",negative
RT @polinapolikahin: кое-кто очень мечтает о своей маленькой кондитерской ),positive
"@Whatever429 &gt;:(
Что с тобой случилось? Аж настроение упало",negative
на айпадах нет интернетов. билайн залочили суки после халявы (,negative
"Блиииин, верните зиму, вобще не улыбает ложиться спать засветло (",negative
"RT @little_bird_o_o: с новым годом всех вас с:
@POTTER_IS_HERE 
@I_am_mockingjay 
@call_me_wanda 
@LubaStatkevich 
@bashmstil http://t.co/T…",negative
"@NastyshaDolya @avadovskaya спасибо за поддержку,но мне уже ничего не поможет(((",negative
"@biebsdemssel бл , все было бы збс
но дорогой мне человек не ответил на мое поздравление (999(9((",negative
"Ночь какая-то длинная казалась,но я все равно хочу спать)",positive
"А еще я сегодня на 1 урок не пришла ,из-за того что сильно болел живот. А первым уроком была алгебра :(",negative
RT @natali_an_17147: завтра моя лучшая подруга уезжает от меня навсегда.мне очень плохо((я ее очень люблю,negative
Сегодня утром на учёбе... Хорошо дома:) http://t.co/LqDbzHeoHu,positive
"RT @almastanova2012: Завтра две истории:) ахаха,жаль КсЮ в больнице",positive
"...моя самая любимая фраза, которая, дарит мне улыбку и счастье) #YouandI #forever",positive
"@tanymalseva Ахаха, да пока я добегу сон перебьётся :DD",positive
"в этом году я вела себя хорошо,а мне попадаются кислые мандарины:(",negative
"""@el_elanio: Выпендриваются и выпендриваются....А потом херак! И 30 летние одиночки...#vbishkeke"" Блин, иногда этого и боюсь((((((",negative
"@bosia2457 @kopteva1709 У нас чё то ветер не на шутку, всё сильней и сильней:( http://t.co/KXKnKlKTEd",negative
"А, кстати, что хотела сказать... мы не прошли в следующий тур МатБоёв! Я чем то рада, а чем то нет(",negative
капец...вот так приходится ходить дома.та и в колледже тоже((что бы не заражать никого..больше  боюсь за маленнькую( http://t.co/ZhwrlHnMfx,negative
"@polisgreen В МОЁМ УЧЕБНИКЕ ПО АНГЛИЙСКОМУ НАПИСАНО ПРО бИТЛОВ, ПРО ГАНС Н РОЗЕС, ПРО ЭЛВИСА И ПРО АЕРОСМИТ)",positive
"Мое горло, моя голова, все болит( 
Заболеть на каникулах круто",negative
@yzszerniead  Надо будет поставить и забыть скорее всего!! )),positive
"если девушка к тебе приклеилась, то ее нужно отодрать! ; )",positive
Я больше не смотрю Х-Фактор( Без Мостового там некому выигрывать.,negative
@allaxverdi2013 жители поселка чтят память воевавших за них бойцов! Кучей мусора около памятника! Честь и хвала!((( http://t.co/DaJBt2UkGf,negative
